product_author,product_img,product_name,product_price
"Ed Mylett,Peter Zeihan,A high quality digital reading experience.,James Patterson,A high quality digital reading experience.,Tim Kennedy,David Gelles,Steve Magness,Jordan Syatt,Tiago Forte,A high quality digital reading experience.,Mike Keiser,Alexandra Lange,Ran Abramitzky,Dr. Benjamin Hardy,A high quality digital reading experience.,Justin Patton,David McRaney,Russ Laraway","https://m.media-amazon.com/images/I/81dnLwy3-vL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/71cv5r1IGYL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/817P2FxyJdL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/71Q+cIeZWKL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/91M0aqFvbvL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/71+pnb1BMOL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/71UPe4tjDiL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/71jhK9zsKEL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/919aPvyholL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/917pJwxM5UL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/918jMBMpJIL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/71Y+moB-vEL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/711V8UMDuRL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/61faOcvzo4L._AC_UY218_.jpg,https://m.media-amazon.com/images/I/71NJ54Mz+CL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/71KQp3J03FL._AC_UY218_.jpg","The Power of One More: The Ultimate Guide to Happiness and Success,The End of the World Is Just the Beginning: Mapping the Collapse of Globalization,James Patterson by James Patterson: The Stories of My Life,Scars and Stripes: An Unapologetically American Story of Fighting the Taliban, UFC Warriors, and Myself,The Man Who Broke Capitalism: How Jack Welch Gutted the Heartland and Crushed the Soul of Corporate America―and How to Undo His Legacy,Do Hard Things: Why We Get Resilience Wrong and the Surprising Science of Real Toughness,Eat It!: The Most Sustainable Diet and Workout Ever Made: Burn Fat, Get Strong, and Enjoy Your Favorite Foods Guilt Free,Building a Second Brain: A Proven Method to Organize Your Digital Life and Unlock Your Creative Potential,The Nature of the Game: Links Golf at Bandon Dunes and Far Beyond,Meet Me by the Fountain: An Inside History of the Mall,Streets of Gold: America's Untold Story of Immigrant Success,Be Your Future Self Now: The Science of Intentional Transformation,The 21 Irrefutable Laws of Leadership: Follow Them and People Will Follow You,Your Road to Yes!: How to Build Trust In Yourself and With Others,How Minds Change: The Surprising Science of Belief, Opinion, and Persuasion,When They Win, You Win: Being a Great Manager Is Simpler Than You Think","17,.,23,.,17,.,18,.,22,.,19,.,19,.,22,.,32,.,25,.,24,.,23,.,24,.,14,.,24,.,26,."
